graph_id,observer_id,size,is_whole,genuine_feedback,boundary_in_edges,boundary_out_edges,boundary_total_edges,boundary_in_nodes,boundary_targets,boundary_mi_bits,boundary_mi_norm,boundary_h_input_bits,live_boundary,vertices
0,0,4,0,1,2,0,2,2,2,1.0550365325772653,0.2637591331443163,4.0,1,0 1 2 3
0,1,4,0,1,1,0,1,1,1,0.29879494069539847,0.14939747034769923,2.0,1,4 5 6 7
0,2,3,0,1,3,1,4,2,3,1.0495463388212212,0.2623865847053053,4.0,1,12 13 14
0,3,4,0,1,0,2,2,0,0,0.0,0.0,0.0,0,8 9 10 11
0,4,3,0,1,0,3,3,0,0,0.0,0.0,0.0,0,15 16 17
1,0,4,0,1,4,0,4,4,2,1.2378362469552933,0.15472953086941166,8.0,1,0 1 2 3
1,1,3,0,1,1,0,1,1,1,0.3050365325772657,0.15251826628863285,2.0,1,12 13 14
1,2,4,0,1,0,3,3,0,0,0.0,0.0,0.0,0,4 5 6 7
1,3,4,0,1,0,2,2,0,0,0.0,0.0,0.0,0,8 9 10 11
1,4,3,0,1,0,0,0,0,0,0.0,0.0,0.0,0,15 16 17
2,0,3,0,1,1,0,1,1,1,0.06163886799513696,0.03081943399756848,2.0,1,15 16 17
2,1,4,0,1,1,1,2,1,1,0.6022170014624826,0.3011085007312413,2.0,1,8 9 10 11
2,2,3,0,1,1,1,2,1,1,0.727217001462483,0.3636085007312415,2.0,1,12 13 14
2,3,4,0,1,0,1,1,0,0,0.0,0.0,0.0,0,0 1 2 3
2,4,4,0,1,0,0,0,0,0,0.0,0.0,0.0,0,4 5 6 7
3,0,4,0,1,2,0,2,2,2,0.5032721188404992,0.1258180297101248,4.0,1,4 5 6 7
3,1,4,0,1,0,1,1,0,0,0.0,0.0,0.0,0,0 1 2 3
3,2,4,0,1,0,1,1,0,0,0.0,0.0,0.0,0,8 9 10 11
3,3,3,0,1,0,0,0,0,0,0.0,0.0,0.0,0,12 13 14
3,4,3,0,1,0,0,0,0,0,0.0,0.0,0.0,0,15 16 17
4,0,3,0,1,1,0,1,1,1,0.5078560636920493,0.25392803184602464,2.0,1,15 16 17
4,1,4,0,1,1,1,2,1,1,0.6800365325772657,0.34001826628863285,2.0,1,0 1 2 3
4,2,4,0,1,1,0,1,1,1,0.41973671780348276,0.20986835890174138,2.0,1,8 9 10 11
4,3,3,0,1,1,0,1,1,1,0.3278195311147831,0.16390976555739156,2.0,1,12 13 14
4,4,4,0,1,0,3,3,0,0,0.0,0.0,0.0,0,4 5 6 7
5,0,4,0,1,2,0,2,2,2,1.0524212838293652,0.2631053209573413,4.0,1,4 5 6 7
5,1,4,0,1,0,1,1,0,0,0.0,0.0,0.0,0,0 1 2 3
5,2,4,0,1,0,0,0,0,0,0.0,0.0,0.0,0,8 9 10 11
5,3,3,0,1,1,1,2,1,1,0.8215779392329163,0.41078896961645817,2.0,1,12 13 14
5,4,3,0,1,0,1,1,0,0,0.0,0.0,0.0,0,15 16 17
6,0,4,0,1,4,0,4,4,3,0.5764350608527113,0.07205438260658892,8.0,1,8 9 10 11
6,1,4,0,1,2,1,3,2,1,0.6108901772495958,0.15272254431239896,4.0,1,0 1 2 3
6,2,4,0,1,0,4,4,0,0,0.0,0.0,0.0,0,4 5 6 7
6,3,3,0,1,0,0,0,0,0,0.0,0.0,0.0,0,12 13 14
6,4,3,0,1,0,1,1,0,0,0.0,0.0,0.0,0,15 16 17
7,0,4,0,1,2,0,2,2,1,0.14464838101988065,0.03616209525497016,4.0,1,4 5 6 7
7,1,3,0,1,2,1,3,1,2,0.5262260109436614,0.2631130054718307,2.0,1,15 16 17
7,2,4,0,1,0,3,3,0,0,0.0,0.0,0.0,0,0 1 2 3
7,3,4,0,1,0,0,0,0,0,0.0,0.0,0.0,0,8 9 10 11
7,4,3,0,1,0,0,0,0,0,0.0,0.0,0.0,0,12 13 14
8,0,4,0,1,3,0,3,3,3,1.8076620987735126,0.3012770164622521,6.0,1,0 1 2 3
8,1,3,0,1,2,1,3,2,1,0.7852324064893343,0.1963081016223336,4.0,1,15 16 17
8,2,4,0,1,1,2,3,1,1,0.5550365325772657,0.27751826628863285,2.0,1,8 9 10 11
8,3,4,0,1,0,3,3,0,0,0.0,0.0,0.0,0,4 5 6 7
8,4,3,0,1,0,0,0,0,0,0.0,0.0,0.0,0,12 13 14
9,0,4,0,1,1,0,1,1,1,0.6302408149441479,0.3151204074720739,2.0,1,4 5 6 7
9,1,4,0,1,3,0,3,3,2,1.119554375401563,0.18659239590026053,6.0,1,8 9 10 11
9,2,4,0,1,0,2,2,0,0,0.0,0.0,0.0,0,0 1 2 3
9,3,3,0,1,0,0,0,0,0,0.0,0.0,0.0,0,12 13 14
9,4,3,0,1,0,2,2,0,0,0.0,0.0,0.0,0,15 16 17
10,0,3,0,1,1,0,1,1,1,0.4221804688852169,0.21109023444260844,2.0,1,12 13 14
10,1,4,0,1,0,1,1,0,0,0.0,0.0,0.0,0,0 1 2 3
10,2,4,0,1,0,0,0,0,0,0.0,0.0,0.0,0,4 5 6 7
10,3,4,0,1,1,0,1,1,1,0.10823103525257016,0.05411551762628508,2.0,1,8 9 10 11
10,4,3,0,1,0,1,1,0,0,0.0,0.0,0.0,0,15 16 17
11,0,4,0,1,5,0,5,4,3,1.8513340225177117,0.23141675281471397,8.0,1,8 9 10 11
11,1,4,0,1,0,2,2,0,0,0.0,0.0,0.0,0,0 1 2 3
11,2,4,0,1,0,1,1,0,0,0.0,0.0,0.0,0,4 5 6 7
11,3,3,0,1,0,2,2,0,0,0.0,0.0,0.0,0,12 13 14
11,4,3,0,1,0,0,0,0,0,0.0,0.0,0.0,0,15 16 17
12,0,3,0,1,2,0,2,2,2,0.2866350873262933,0.07165877183157332,4.0,1,12 13 14
12,1,4,0,1,1,1,2,1,1,1.048794940695399,0.5243974703476995,2.0,1,0 1 2 3
12,2,4,0,1,1,0,1,1,1,0.6431558784658322,0.3215779392329161,2.0,1,8 9 10 11
12,3,4,0,1,2,2,4,2,1,0.7144747564648011,0.17861868911620027,4.0,1,4 5 6 7
12,4,3,0,1,0,3,3,0,0,0.0,0.0,0.0,0,15 16 17
13,0,4,0,1,1,0,1,1,1,0.5306390622295662,0.2653195311147831,2.0,1,4 5 6 7
13,1,4,0,1,0,1,1,0,0,0.0,0.0,0.0,0,0 1 2 3
13,2,4,0,1,3,0,3,3,2,1.118747386434901,0.18645789773915014,6.0,1,8 9 10 11
13,3,3,0,1,0,2,2,0,0,0.0,0.0,0.0,0,12 13 14
13,4,3,0,1,0,1,1,0,0,0.0,0.0,0.0,0,15 16 17
14,0,3,0,1,4,0,4,4,2,1.5464354818931305,0.19330443523664131,8.0,1,12 13 14
14,1,4,0,1,0,1,1,0,0,0.0,0.0,0.0,0,0 1 2 3
14,2,3,0,1,2,0,2,2,2,0.7770230365439454,0.19425575913598636,4.0,1,15 16 17
14,3,4,0,1,0,3,3,0,0,0.0,0.0,0.0,0,4 5 6 7
14,4,4,0,1,0,2,2,0,0,0.0,0.0,0.0,0,8 9 10 11
15,0,4,0,1,4,0,4,4,2,0.3264220310854533,0.040802753885681664,8.0,1,8 9 10 11
15,1,3,0,1,1,2,3,1,1,0.07426570138553501,0.037132850692767505,2.0,1,12 13 14
15,2,4,0,1,0,2,2,0,0,0.0,0.0,0.0,0,0 1 2 3
15,3,3,0,1,2,0,2,2,2,0.9685316584988817,0.24213291462472042,4.0,1,15 16 17
15,4,4,0,1,0,3,3,0,0,0.0,0.0,0.0,0,4 5 6 7
