q,rows,cols,n_links,n_plaquettes,rule_ensemble,mutation_rate,closed_scc,n_scc,link_schedule_consistency,flux_schedule_consistency,quotient_determinism_accuracy,quotient_determinism_exact,link_bit_entropy_bits,link_bit_entropy_norm,quotient_transition_mi_bits,quotient_transition_mi_norm,plaquette_flux_entropy_bits,initial_flux_entropy_bits,recurrent_flux_entropy_bits,recurrent_flux_fixed_fraction,mean_nontrivial_flux_fraction,partition_index,partition,quotient_score,closed_c2_quotient,recurrent_flux_nontrivial,closed_medium_candidate,search_mode,run,generation,candidate,seed,blind_fitness
4,2,2,8,4,random,0.0,True,1,0.0,0.0,0.117919921875,False,7.955392184338718,0.9944240230423398,4.053152659128612,0.5094849587815167,2.998570458214033,2.999052446372164,2.99468558476737,0.130859375,0.5032958984375,4,0101,0.24015677726471796,False,True,False,null,-1,0,59,5007.0,
4,2,2,8,4,random,0.0,True,1,0.000244140625,0.000244140625,0.115478515625,False,7.9550054144911355,0.9943756768113919,4.037568917310976,0.5075507440832144,2.997124752683397,2.998523985953562,2.9962317487170997,0.091796875,0.50048828125,2,0110,0.2394024791122784,False,True,False,null,-1,0,60,5008.0,
4,2,2,8,4,random,0.0,True,1,0.0,0.0,0.113037109375,False,7.9568637317131685,0.9946079664641461,4.0557674010733695,0.5097193489576244,2.998629723526572,2.999638744613998,2.9815226051596264,0.125,0.5008544921875,2,0110,0.2384845815740792,False,True,False,null,-1,0,61,5009.0,
4,2,2,8,4,random,0.0,True,1,0.0,0.0,0.115478515625,False,7.954789109561766,0.9943486386952207,4.044722112970707,0.5084637766334867,2.998319424886042,2.9987888226130615,2.9964629406585237,0.130859375,0.501220703125,5,0011,0.23928720820779414,False,True,False,null,-1,0,62,5010.0,
4,2,2,8,4,random,0.0,True,1,0.0,0.0,0.11376953125,False,7.954081469575589,0.9942601836969486,4.048779175866233,0.5090190729568007,2.999598283319691,2.9992711380700396,2.9688876575324654,0.150390625,0.493408203125,5,0011,0.23867137267688973,False,True,False,null,-1,0,63,5011.0,
4,2,2,8,4,random,0.0,True,1,0.0,0.0,0.116455078125,False,7.949851621555505,0.9937314526944381,4.037486680845102,0.5078694387072232,2.9993181788861984,2.99857719523137,2.9780925612992104,0.11328125,0.5008544921875,5,0011,0.2395055678826376,False,True,False,null,-1,0,64,5012.0,
4,2,2,8,4,random,0.0,True,1,0.0,0.0,0.115966796875,False,7.956956754810088,0.994619594351261,4.057061219638129,0.5098759921229408,2.998211997666007,2.999075461423097,2.9885270222832383,0.1015625,0.49951171875,5,0011,0.2395122977765022,False,True,False,null,-1,0,65,5013.0,
4,2,2,8,4,random,0.0,True,1,0.0,0.0,0.1142578125,False,7.960385596003777,0.9950481995004721,4.049540765470638,0.5087116342082177,2.9972028758112845,2.999880051451526,2.982999250892716,0.150390625,0.499267578125,4,0101,0.23899987427509442,False,True,False,null,-1,0,66,5014.0,
4,2,2,8,4,random,0.0,True,1,0.000244140625,0.000244140625,0.115478515625,False,7.951180344382896,0.993897543047862,4.03662860726935,0.5076766508158782,2.9981123175967106,2.9981725441876397,2.989697055462698,0.171875,0.5057373046875,4,0101,0.23930685235957241,False,True,False,null,-1,0,67,5015.0,
4,2,2,8,4,random,0.0,True,1,0.0,0.0,0.11572265625,False,7.951128707708047,0.9938910884635058,4.034321609204948,0.5073898005567391,2.998612843724768,2.9994726927966155,2.984785766106271,0.1875,0.4984130859375,5,0011,0.23928114738020118,False,True,False,null,-1,0,68,5016.0,
