kB,kA,q,w,horizon,observer_init,n_rec_B,n_A_states,n_joint_states,n_schedules,logRecB_bits,memory_bits,cut_bits,physical_bound_bits,signature_classes,signature_bits,zero_error_code_size,zero_error_exact,zero_error_bits,shannon_capacity_bits,zero_error_over_volume,capacity_over_volume,capacity_per_boundary_symbol,nontrivial_sccs,interface,seed,extra_B,extra_A
2,3,4,1,3,zero,1,64,1024,12,0.0,6.0,6.0,0.0,1,0.0,1,True,0.0,0.0,,,0.0,2,"((0, 0),)",21156,2,3
2,3,4,1,1,zero,4,64,1024,12,2.0,6.0,2.0,2.0,3,1.584962500721156,1,True,0.0,0.43802231279407006,0.0,0.21901115639703503,0.21901115639703503,2,"((0, 0),)",21157,2,3
2,3,4,1,2,zero,4,64,1024,12,2.0,6.0,4.0,2.0,3,1.584962500721156,1,True,0.0,0.2209647313583012,0.0,0.1104823656791506,0.1104823656791506,2,"((0, 0),)",21157,2,3
2,3,4,1,3,zero,4,64,1024,12,2.0,6.0,6.0,2.0,1,0.0,1,True,0.0,0.06938015214200628,0.0,0.03469007607100314,0.03469007607100314,2,"((0, 0),)",21157,2,3
2,3,4,1,1,zero,1,64,1024,12,0.0,6.0,2.0,0.0,1,0.0,1,True,0.0,0.0,,,0.0,2,"((0, 0),)",21158,2,3
2,3,4,1,2,zero,1,64,1024,12,0.0,6.0,4.0,0.0,1,0.0,1,True,0.0,0.0,,,0.0,2,"((0, 0),)",21158,2,3
2,3,4,1,3,zero,1,64,1024,12,0.0,6.0,6.0,0.0,1,0.0,1,True,0.0,0.0,,,0.0,2,"((0, 0),)",21158,2,3
2,3,4,1,1,zero,2,64,1024,12,1.0,6.0,2.0,1.0,2,1.0,1,True,0.0,0.8333333333333337,0.0,0.8333333333333337,0.41666666666666685,2,"((0, 0),)",21159,2,3
2,3,4,1,2,zero,2,64,1024,12,1.0,6.0,4.0,1.0,2,1.0,1,True,0.0,0.6320328809703567,0.0,0.6320328809703567,0.31601644048517835,2,"((0, 0),)",21159,2,3
2,3,4,1,3,zero,2,64,1024,12,1.0,6.0,6.0,1.0,2,1.0,1,True,0.0,0.7297913325037713,0.0,0.7297913325037713,0.36489566625188563,2,"((0, 0),)",21159,2,3
2,3,4,1,1,zero,1,64,1024,12,0.0,6.0,2.0,0.0,1,0.0,1,True,0.0,0.0,,,0.0,2,"((0, 0),)",21160,2,3
2,3,4,1,2,zero,1,64,1024,12,0.0,6.0,4.0,0.0,1,0.0,1,True,0.0,0.0,,,0.0,2,"((0, 0),)",21160,2,3
2,3,4,1,3,zero,1,64,1024,12,0.0,6.0,6.0,0.0,1,0.0,1,True,0.0,0.0,,,0.0,2,"((0, 0),)",21160,2,3
2,3,4,1,1,zero,1,64,1024,12,0.0,6.0,2.0,0.0,1,0.0,1,True,0.0,0.0,,,0.0,2,"((0, 0),)",21161,2,3
2,3,4,1,2,zero,1,64,1024,12,0.0,6.0,4.0,0.0,1,0.0,1,True,0.0,0.0,,,0.0,2,"((0, 0),)",21161,2,3
2,3,4,1,3,zero,1,64,1024,12,0.0,6.0,6.0,0.0,1,0.0,1,True,0.0,0.0,,,0.0,2,"((0, 0),)",21161,2,3
2,3,4,1,1,zero,4,64,1024,12,2.0,6.0,2.0,2.0,3,1.584962500721156,1,True,0.0,0.4999999997671694,0.0,0.2499999998835847,0.2499999998835847,2,"((0, 0),)",21162,2,3
2,3,4,1,2,zero,4,64,1024,12,2.0,6.0,4.0,2.0,4,2.0,1,True,0.0,0.09811800773460379,0.0,0.049059003867301894,0.049059003867301894,2,"((0, 0),)",21162,2,3
2,3,4,1,3,zero,4,64,1024,12,2.0,6.0,6.0,2.0,3,1.584962500721156,1,True,0.0,0.06580588949224322,0.0,0.03290294474612161,0.03290294474612161,2,"((0, 0),)",21162,2,3
2,3,4,1,1,zero,2,64,1024,12,1.0,6.0,2.0,1.0,2,1.0,2,True,1.0,1.0000000000000004,1.0,1.0000000000000004,0.5000000000000002,2,"((0, 0),)",21163,2,3
2,3,4,1,2,zero,2,64,1024,12,1.0,6.0,4.0,1.0,2,1.0,1,True,0.0,0.7147389843696209,0.0,0.7147389843696209,0.35736949218481046,2,"((0, 0),)",21163,2,3
2,3,4,1,3,zero,2,64,1024,12,1.0,6.0,6.0,1.0,2,1.0,1,True,0.0,0.48631749401832797,0.0,0.48631749401832797,0.24315874700916398,2,"((0, 0),)",21163,2,3
2,3,4,1,1,zero,2,64,1024,12,1.0,6.0,2.0,1.0,2,1.0,2,True,1.0,0.9999999999999999,1.0,0.9999999999999999,0.49999999999999994,2,"((0, 0),)",21164,2,3
2,3,4,1,2,zero,2,64,1024,12,1.0,6.0,4.0,1.0,2,1.0,1,True,0.0,0.8592411648968185,0.0,0.8592411648968185,0.4296205824484092,2,"((0, 0),)",21164,2,3
2,3,4,1,3,zero,2,64,1024,12,1.0,6.0,6.0,1.0,2,1.0,1,True,0.0,0.5413787663583575,0.0,0.5413787663583575,0.27068938317917873,2,"((0, 0),)",21164,2,3
2,3,4,1,1,zero,1,64,1024,12,0.0,6.0,2.0,0.0,1,0.0,1,True,0.0,0.0,,,0.0,2,"((0, 0),)",21165,2,3
2,3,4,1,2,zero,1,64,1024,12,0.0,6.0,4.0,0.0,1,0.0,1,True,0.0,0.0,,,0.0,2,"((0, 0),)",21165,2,3
