k,q,w,ratio,n_rec,n_img,qk,one_over_e_ref,part_surv_full_count,part_surv_image_count,orbit_dim_image,orbit_dim_recurrent,R_active,R_passive_h1,R_passive_h2,ensemble,density,instance,seed,R_active_classes
3,6,1,0.3333333333333333,6,43,216,0.3348979766803842,0.4444444444444444,0.2333333333333333,0.6997219177181192,0.3333333333333333,1.0,0.7737056144690831,1.0,cycle,0,54,60096,6.0
3,6,1,0.3333333333333333,8,37,216,0.3348979766803842,0.49999999999999994,0.26111111111111107,0.6717638862169966,0.3868528072345415,1.0,0.6666666666666667,0.8616541669070521,cycle,0,55,60097,8.0
3,6,1,0.3333333333333333,37,70,216,0.3348979766803842,0.27777777777777773,0.18888888888888888,0.7903767804800536,0.6717638862169966,1.0,0.8560267854703983,0.976582855087353,cycle,0,56,60098,37.0
3,6,1,0.3333333333333333,8,37,216,0.3348979766803842,0.5,0.2611111111111111,0.6717638862169966,0.3868528072345415,1.0,0.6666666666666667,0.8616541669070521,cycle,0,57,60099,8.0
3,6,1,0.3333333333333333,6,29,216,0.3348979766803842,0.5555555555555555,0.27777777777777773,0.6264411951523844,0.3333333333333333,1.0,0.7737056144690831,1.0,cycle,0,58,60100,6.0
3,6,1,0.3333333333333333,1,37,216,0.3348979766803842,0.5,0.25,0.6717638862169966,0.0,,,,cycle,0,59,60101,
3,8,1,0.3333333333333333,19,61,512,0.34360891580581665,0.5,0.20000000000000004,0.6589708152847652,0.4719919459381761,1.0,0.8143810382095967,0.9622251858852542,cycle,0,0,70049,19.0
3,8,1,0.3333333333333333,8,81,512,0.34360891580581665,0.4166666666666667,0.17777777777777778,0.7044277780982917,0.3333333333333333,1.0,0.6666666666666667,0.8616541669070521,cycle,0,1,70050,8.0
3,8,1,0.3333333333333333,1,52,512,0.34360891580581665,0.5416666666666666,0.21666666666666667,0.6333821909045658,0.0,,,,cycle,0,2,70051,
3,8,1,0.3333333333333333,18,79,512,0.34360891580581665,0.4166666666666667,0.17777777777777778,0.7004200831307892,0.4633250001602569,1.0,0.8597186998521973,1.0,cycle,0,3,70052,18.0
3,8,1,0.3333333333333333,18,60,512,0.34360891580581665,0.5,0.20000000000000004,0.6563211772898354,0.4633250001602569,1.0,0.8597186998521973,1.0,cycle,0,4,70053,18.0
3,8,1,0.3333333333333333,19,91,512,0.34360891580581665,0.375,0.16666666666666666,0.7230882933554107,0.4719919459381761,1.0,0.8143810382095967,0.9622251858852542,cycle,0,5,70054,19.0
3,8,1,0.3333333333333333,8,51,512,0.34360891580581665,0.5416666666666666,0.2333333333333333,0.6302694824412773,0.3333333333333333,1.0,0.6666666666666667,0.8616541669070521,cycle,0,6,70055,8.0
3,8,1,0.3333333333333333,38,71,512,0.34360891580581665,0.4583333333333333,0.18888888888888888,0.6833052355005202,0.5831030570492872,1.0,0.8235495028877408,0.952757062133867,cycle,0,7,70056,38.0
3,8,1,0.3333333333333333,6,35,512,0.34360891580581665,0.625,0.2611111111111111,0.5699203352161074,0.28721805563568403,1.0,0.7737056144690831,1.0,cycle,0,8,70057,6.0
3,8,1,0.3333333333333333,8,61,512,0.34360891580581665,0.5,0.20555555555555557,0.6589708152847652,0.3333333333333333,1.0,0.6666666666666667,0.8616541669070521,cycle,0,9,70058,8.0
3,8,1,0.3333333333333333,8,59,512,0.34360891580581665,0.5,0.2222222222222222,0.653627005484649,0.3333333333333333,1.0,0.6666666666666667,0.8616541669070521,cycle,0,10,70059,8.0
3,8,1,0.3333333333333333,1,61,512,0.34360891580581665,0.5,0.20000000000000004,0.6589708152847652,0.0,,,,cycle,0,11,70060,
3,8,1,0.3333333333333333,6,51,512,0.34360891580581665,0.5416666666666666,0.21666666666666667,0.6302694824412773,0.28721805563568403,1.0,0.7737056144690831,1.0,cycle,0,12,70061,6.0
3,8,1,0.3333333333333333,8,62,512,0.34360891580581665,0.5,0.20000000000000004,0.6615773678207639,0.3333333333333333,1.0,0.6666666666666667,0.8616541669070521,cycle,0,13,70062,8.0
3,8,1,0.3333333333333333,6,56,512,0.34360891580581665,0.5,0.2253968253968254,0.6452616580064006,0.28721805563568403,1.0,0.7737056144690831,1.0,cycle,0,14,70063,6.0
3,8,1,0.3333333333333333,18,89,512,0.34360891580581665,0.375,0.16984126984126982,0.7195259367740442,0.4633250001602569,1.0,0.8597186998521973,1.0,cycle,0,15,70064,18.0
3,8,1,0.3333333333333333,8,81,512,0.34360891580581665,0.4166666666666667,0.17777777777777778,0.7044277780982917,0.3333333333333333,1.0,0.6666666666666667,0.8616541669070521,cycle,0,16,70065,8.0
3,8,1,0.3333333333333333,8,102,512,0.34360891580581665,0.3333333333333333,0.1619047619047619,0.7413805935523884,0.3333333333333333,1.0,0.6666666666666667,0.8616541669070521,cycle,0,17,70066,8.0
3,8,1,0.3333333333333333,6,89,512,0.34360891580581665,0.375,0.16984126984126982,0.7195259367740442,0.28721805563568403,1.0,0.7737056144690831,1.0,cycle,0,18,70067,6.0
3,8,1,0.3333333333333333,1,70,512,0.34360891580581665,0.4583333333333333,0.18888888888888888,0.6810314463272186,0.0,,,,cycle,0,19,70068,
3,8,1,0.3333333333333333,1,60,512,0.34360891580581665,0.5,0.20555555555555557,0.6563211772898354,0.0,,,,cycle,0,20,70069,
3,8,1,0.3333333333333333,6,59,512,0.34360891580581665,0.5,0.20555555555555557,0.653627005484649,0.28721805563568403,1.0,0.7737056144690831,1.0,cycle,0,21,70070,6.0
3,8,1,0.3333333333333333,1,70,512,0.34360891580581665,0.4583333333333333,0.18888888888888888,0.6810314463272186,0.0,,,,cycle,0,22,70071,
3,8,1,0.3333333333333333,8,53,512,0.34360891580581665,0.5416666666666666,0.21666666666666667,0.6364356060625778,0.3333333333333333,1.0,0.6666666666666667,0.8616541669070521,cycle,0,23,70072,8.0
3,8,1,0.3333333333333333,21,54,512,0.34360891580581665,0.5416666666666666,0.21666666666666667,0.6394319446848299,0.48803526919764006,1.0,0.7216976134290604,0.8894827535339782,cycle,0,24,70073,21.0
3,8,1,0.3333333333333333,1,42,512,0.34360891580581665,0.5833333333333334,0.24999999999999997,0.5991463803087511,0.0,,,,cycle,0,25,70074,
3,8,1,0.3333333333333333,8,70,512,0.34360891580581665,0.4583333333333333,0.19444444444444442,0.6810314463272186,0.3333333333333333,1.0,0.6666666666666667,0.8616541669070521,cycle,0,26,70075,8.0
3,8,1,0.3333333333333333,19,51,512,0.34360891580581665,0.5416666666666666,0.2222222222222222,0.6302694824412773,0.4719919459381761,1.0,0.8143810382095967,0.9622251858852542,cycle,0,27,70076,19.0
3,8,1,0.3333333333333333,6,35,512,0.34360891580581665,0.625,0.2611111111111111,0.5699203352161074,0.28721805563568403,1.0,0.7737056144690831,1.0,cycle,0,28,70077,6.0
3,8,1,0.3333333333333333,6,69,512,0.34360891580581665,0.4583333333333333,0.18888888888888888,0.6787249396420189,0.28721805563568403,1.0,0.7737056144690831,1.0,cycle,0,29,70078,6.0
3,8,1,0.3333333333333333,21,54,512,0.34360891580581665,0.5416666666666666,0.21666666666666667,0.6394319446848299,0.48803526919764006,1.0,0.7216976134290604,0.8894827535339782,cycle,0,30,70079,21.0
3,8,1,0.3333333333333333,19,80,512,0.34360891580581665,0.4166666666666667,0.17777777777777778,0.7024364549874846,0.4719919459381761,1.0,0.8143810382095967,0.9622251858852542,cycle,0,31,70080,19.0
3,8,1,0.3333333333333333,6,57,512,0.34360891580581665,0.5,0.21428571428571427,0.6480988904627492,0.28721805563568403,1.0,0.7737056144690831,1.0,cycle,0,32,70081,6.0
3,8,1,0.3333333333333333,18,89,512,0.34360891580581665,0.375,0.16984126984126982,0.7195259367740442,0.4633250001602569,1.0,0.8597186998521973,1.0,cycle,0,33,70082,18.0
3,8,1,0.3333333333333333,37,80,512,0.34360891580581665,0.4166666666666667,0.17777777777777778,0.7024364549874846,0.57882815173655,1.0,0.8560267854703983,0.976582855087353,cycle,0,34,70083,37.0
3,8,1,0.3333333333333333,19,80,512,0.34360891580581665,0.4166666666666667,0.17777777777777778,0.7024364549874846,0.4719919459381761,1.0,0.8143810382095967,0.9622251858852542,cycle,0,35,70084,19.0
3,8,1,0.3333333333333333,19,70,512,0.34360891580581665,0.4583333333333333,0.18888888888888888,0.6810314463272186,0.4719919459381761,1.0,0.8143810382095967,0.9622251858852542,cycle,0,36,70085,19.0
3,8,1,0.3333333333333333,1,44,512,0.34360891580581665,0.5833333333333334,0.2333333333333333,0.6066035131819218,0.0,,,,cycle,0,37,70086,
3,8,1,0.3333333333333333,1,80,512,0.34360891580581665,0.4166666666666667,0.17777777777777778,0.7024364549874846,0.0,,,,cycle,0,38,70087,
3,8,1,0.3333333333333333,19,70,512,0.34360891580581665,0.4583333333333333,0.18888888888888888,0.6810314463272186,0.4719919459381761,1.0,0.8143810382095967,0.9622251858852542,cycle,0,39,70088,19.0
3,8,1,0.3333333333333333,1,60,512,0.34360891580581665,0.5,0.20555555555555557,0.6563211772898354,0.0,,,,cycle,0,40,70089,
3,8,1,0.3333333333333333,8,51,512,0.34360891580581665,0.5416666666666666,0.2333333333333333,0.6302694824412773,0.3333333333333333,1.0,0.6666666666666667,0.8616541669070521,cycle,0,41,70090,8.0
3,8,1,0.3333333333333333,6,59,512,0.34360891580581665,0.5,0.20555555555555557,0.653627005484649,0.28721805563568403,1.0,0.7737056144690831,1.0,cycle,0,42,70091,6.0
3,8,1,0.3333333333333333,8,53,512,0.34360891580581665,0.5416666666666666,0.21666666666666667,0.6364356060625778,0.3333333333333333,1.0,0.6666666666666667,0.8616541669070521,cycle,0,43,70092,8.0
3,8,1,0.3333333333333333,21,70,512,0.34360891580581665,0.4583333333333333,0.1976190476190476,0.6810314463272186,0.48803526919764006,1.0,0.7216976134290604,0.8894827535339782,cycle,0,44,70093,21.0
3,8,1,0.3333333333333333,6,59,512,0.34360891580581665,0.5,0.20555555555555557,0.653627005484649,0.28721805563568403,1.0,0.7737056144690831,1.0,cycle,0,45,70094,6.0
3,8,1,0.3333333333333333,1,36,512,0.34360891580581665,0.625,0.2611111111111111,0.5744361112713681,0.0,,,,cycle,0,46,70095,
3,8,1,0.3333333333333333,19,91,512,0.34360891580581665,0.375,0.16666666666666666,0.7230882933554107,0.4719919459381761,1.0,0.8143810382095967,0.9622251858852542,cycle,0,47,70096,19.0
3,8,1,0.3333333333333333,6,69,512,0.34360891580581665,0.4583333333333333,0.18888888888888888,0.6787249396420189,0.28721805563568403,1.0,0.7737056144690831,1.0,cycle,0,48,70097,6.0
3,8,1,0.3333333333333333,1,80,512,0.34360891580581665,0.4166666666666667,0.17777777777777778,0.7024364549874846,0.0,,,,cycle,0,49,70098,
3,8,1,0.3333333333333333,8,61,512,0.34360891580581665,0.5,0.20555555555555557,0.6589708152847652,0.3333333333333333,1.0,0.6666666666666667,0.8616541669070521,cycle,0,50,70099,8.0
3,8,1,0.3333333333333333,19,70,512,0.34360891580581665,0.4583333333333333,0.18888888888888888,0.6810314463272186,0.4719919459381761,1.0,0.8143810382095967,0.9622251858852542,cycle,0,51,70100,19.0
3,8,1,0.3333333333333333,19,61,512,0.34360891580581665,0.5,0.20000000000000004,0.6589708152847652,0.4719919459381761,1.0,0.8143810382095967,0.9622251858852542,cycle,0,52,70101,19.0
3,8,1,0.3333333333333333,1,90,512,0.34360891580581665,0.375,0.16984126984126982,0.7213170107032972,0.0,,,,cycle,0,53,70102,
3,8,1,0.3333333333333333,1,90,512,0.34360891580581665,0.375,0.16984126984126982,0.7213170107032972,0.0,,,,cycle,0,54,70103,
3,8,1,0.3333333333333333,6,78,512,0.34360891580581665,0.4166666666666667,0.18095238095238098,0.6983780243180276,0.28721805563568403,1.0,0.7737056144690831,1.0,cycle,0,55,70104,6.0
3,8,1,0.3333333333333333,1,58,512,0.34360891580581665,0.5,0.21428571428571427,0.6508867772363969,0.0,,,,cycle,0,56,70105,
3,8,1,0.3333333333333333,1,44,512,0.34360891580581665,0.5833333333333334,0.2333333333333333,0.6066035131819218,0.0,,,,cycle,0,57,70106,
3,8,1,0.3333333333333333,1,70,512,0.34360891580581665,0.4583333333333333,0.18888888888888888,0.6810314463272186,0.0,,,,cycle,0,58,70107,
3,8,1,0.3333333333333333,1,61,512,0.34360891580581665,0.5,0.20000000000000004,0.6589708152847652,0.0,,,,cycle,0,59,70108,
4,2,1,0.25,1,4,16,0.25,0.75,0.75,0.5,0.0,,,,cycle,0,0,80056,
4,2,1,0.25,1,8,16,0.25,0.625,0.625,0.75,0.0,,,,cycle,0,1,80057,
4,2,1,0.25,1,1,16,0.25,1.0,1.0,0.0,0.0,,,,cycle,0,2,80058,
4,2,1,0.25,1,8,16,0.25,0.625,0.625,0.75,0.0,,,,cycle,0,3,80059,
4,2,1,0.25,1,4,16,0.25,0.75,0.75,0.5,0.0,,,,cycle,0,4,80060,
4,2,1,0.25,1,2,16,0.25,0.875,0.875,0.25,0.0,,,,cycle,0,5,80061,
4,2,1,0.25,1,4,16,0.25,0.75,0.75,0.5,0.0,,,,cycle,0,6,80062,
4,2,1,0.25,1,4,16,0.25,0.75,0.75,0.5,0.0,,,,cycle,0,7,80063,
4,2,1,0.25,1,8,16,0.25,0.625,0.625,0.75,0.0,,,,cycle,0,8,80064,
4,2,1,0.25,1,4,16,0.25,0.75,0.75,0.5,0.0,,,,cycle,0,9,80065,
4,2,1,0.25,1,8,16,0.25,0.625,0.625,0.75,0.0,,,,cycle,0,10,80066,
4,2,1,0.25,1,4,16,0.25,0.75,0.75,0.5,0.0,,,,cycle,0,11,80067,
4,2,1,0.25,1,4,16,0.25,0.75,0.75,0.5,0.0,,,,cycle,0,12,80068,
4,2,1,0.25,1,4,16,0.25,0.75,0.75,0.5,0.0,,,,cycle,0,13,80069,
4,2,1,0.25,1,4,16,0.25,0.75,0.75,0.5,0.0,,,,cycle,0,14,80070,
4,2,1,0.25,1,4,16,0.25,0.75,0.75,0.5,0.0,,,,cycle,0,15,80071,
4,2,1,0.25,1,4,16,0.25,0.75,0.75,0.5,0.0,,,,cycle,0,16,80072,
4,2,1,0.25,1,4,16,0.25,0.75,0.75,0.5,0.0,,,,cycle,0,17,80073,
4,2,1,0.25,1,2,16,0.25,0.875,0.875,0.25,0.0,,,,cycle,0,18,80074,
4,2,1,0.25,1,1,16,0.25,1.0,1.0,0.0,0.0,,,,cycle,0,19,80075,
4,2,1,0.25,1,8,16,0.25,0.625,0.625,0.75,0.0,,,,cycle,0,20,80076,
4,2,1,0.25,1,1,16,0.25,1.0,1.0,0.0,0.0,,,,cycle,0,21,80077,
4,2,1,0.25,1,8,16,0.25,0.625,0.625,0.75,0.0,,,,cycle,0,22,80078,
4,2,1,0.25,1,4,16,0.25,0.75,0.75,0.5,0.0,,,,cycle,0,23,80079,
4,2,1,0.25,16,16,16,0.25,0.5,0.5,1.0,1.0,1.0,0.5,0.646240625180289,cycle,0,24,80080,16.0
4,2,1,0.25,1,4,16,0.25,0.75,0.75,0.5,0.0,,,,cycle,0,25,80081,
4,2,1,0.25,1,4,16,0.25,0.75,0.75,0.5,0.0,,,,cycle,0,26,80082,
4,2,1,0.25,1,4,16,0.25,0.75,0.75,0.5,0.0,,,,cycle,0,27,80083,
4,2,1,0.25,1,8,16,0.25,0.625,0.625,0.75,0.0,,,,cycle,0,28,80084,
4,2,1,0.25,1,2,16,0.25,0.875,0.875,0.25,0.0,,,,cycle,0,29,80085,
4,2,1,0.25,1,2,16,0.25,0.875,0.875,0.25,0.0,,,,cycle,0,30,80086,
4,2,1,0.25,1,4,16,0.25,0.75,0.75,0.5,0.0,,,,cycle,0,31,80087,
4,2,1,0.25,1,4,16,0.25,0.75,0.75,0.5,0.0,,,,cycle,0,32,80088,
4,2,1,0.25,1,4,16,0.25,0.75,0.75,0.5,0.0,,,,cycle,0,33,80089,
4,2,1,0.25,1,8,16,0.25,0.625,0.625,0.75,0.0,,,,cycle,0,34,80090,
4,2,1,0.25,1,2,16,0.25,0.875,0.875,0.25,0.0,,,,cycle,0,35,80091,
4,2,1,0.25,1,4,16,0.25,0.75,0.75,0.5,0.0,,,,cycle,0,36,80092,
4,2,1,0.25,16,16,16,0.25,0.5,0.5,1.0,1.0,1.0,0.5,0.646240625180289,cycle,0,37,80093,16.0
4,2,1,0.25,1,4,16,0.25,0.75,0.75,0.5,0.0,,,,cycle,0,38,80094,
4,2,1,0.25,1,2,16,0.25,0.875,0.875,0.25,0.0,,,,cycle,0,39,80095,
4,2,1,0.25,1,1,16,0.25,1.0,1.0,0.0,0.0,,,,cycle,0,40,80096,
4,2,1,0.25,1,8,16,0.25,0.625,0.625,0.75,0.0,,,,cycle,0,41,80097,
4,2,1,0.25,1,8,16,0.25,0.625,0.625,0.75,0.0,,,,cycle,0,42,80098,
4,2,1,0.25,14,14,16,0.25,0.5,0.5,0.9518387305144009,0.9518387305144009,1.0,0.5252990700743871,0.6789391989029928,cycle,0,43,80099,14.0
4,2,1,0.25,1,2,16,0.25,0.875,0.875,0.25,0.0,,,,cycle,0,44,80100,
4,2,1,0.25,1,4,16,0.25,0.75,0.75,0.5,0.0,,,,cycle,0,45,80101,
4,2,1,0.25,1,4,16,0.25,0.75,0.75,0.5,0.0,,,,cycle,0,46,80102,
4,2,1,0.25,1,2,16,0.25,0.875,0.875,0.25,0.0,,,,cycle,0,47,80103,
4,2,1,0.25,1,4,16,0.25,0.75,0.75,0.5,0.0,,,,cycle,0,48,80104,
4,2,1,0.25,1,1,16,0.25,1.0,1.0,0.0,0.0,,,,cycle,0,49,80105,
4,2,1,0.25,1,2,16,0.25,0.875,0.875,0.25,0.0,,,,cycle,0,50,80106,
4,2,1,0.25,1,4,16,0.25,0.75,0.75,0.5,0.0,,,,cycle,0,51,80107,
4,2,1,0.25,1,8,16,0.25,0.625,0.625,0.75,0.0,,,,cycle,0,52,80108,
4,2,1,0.25,1,4,16,0.25,0.75,0.75,0.5,0.0,,,,cycle,0,53,80109,
4,2,1,0.25,1,2,16,0.25,0.875,0.875,0.25,0.0,,,,cycle,0,54,80110,
4,2,1,0.25,1,4,16,0.25,0.75,0.75,0.5,0.0,,,,cycle,0,55,80111,
4,2,1,0.25,1,8,16,0.25,0.625,0.625,0.75,0.0,,,,cycle,0,56,80112,
4,2,1,0.25,1,4,16,0.25,0.75,0.75,0.5,0.0,,,,cycle,0,57,80113,
4,2,1,0.25,1,2,16,0.25,0.875,0.875,0.25,0.0,,,,cycle,0,58,80114,
4,2,1,0.25,1,4,16,0.25,0.75,0.75,0.5,0.0,,,,cycle,0,59,80115,
4,4,1,0.25,1,22,256,0.31640625,0.6875,0.4583333333333333,0.5574289523296622,0.0,,,,cycle,0,0,90063,
4,4,1,0.25,14,14,256,0.31640625,0.75,0.5,0.47591936525720047,0.47591936525720047,1.0,0.5252990700743871,0.6789391989029928,cycle,0,1,90064,14.0
4,4,1,0.25,1,46,256,0.31640625,0.5625,0.37499999999999994,0.6904452445071266,0.0,,,,cycle,0,2,90065,
4,4,1,0.25,1,22,256,0.31640625,0.6875,0.4583333333333333,0.5574289523296622,0.0,,,,cycle,0,3,90066,
4,4,1,0.25,1,32,256,0.31640625,0.625,0.41666666666666663,0.625,0.0,,,,cycle,0,4,90067,
4,4,1,0.25,16,47,256,0.31640625,0.5625,0.375,0.6943236064597047,0.5,1.0,0.5,0.646240625180289,cycle,0,5,90068,16.0
4,4,1,0.25,1,32,256,0.31640625,0.625,0.41666666666666663,0.625,0.0,,,,cycle,0,6,90069,
4,4,1,0.25,1,32,256,0.31640625,0.625,0.41666666666666663,0.625,0.0,,,,cycle,0,7,90070,
4,4,1,0.25,16,23,256,0.31640625,0.6875,0.4583333333333333,0.5654452445071266,0.5,1.0,0.5,0.646240625180289,cycle,0,8,90071,16.0
4,4,1,0.25,1,46,256,0.31640625,0.5625,0.375,0.6904452445071266,0.0,,,,cycle,0,9,90072,
4,4,1,0.25,1,60,256,0.31640625,0.5,0.35416666666666663,0.7383613244510648,0.0,,,,cycle,0,10,90073,
4,4,1,0.25,1,84,256,0.31640625,0.4375,0.31249999999999994,0.799039677847345,0.0,,,,cycle,0,11,90074,
4,4,1,0.25,1,60,256,0.31640625,0.5,0.35416666666666663,0.7383613244510648,0.0,,,,cycle,0,12,90075,
4,4,1,0.25,1,22,256,0.31640625,0.6875,0.4583333333333333,0.5574289523296622,0.0,,,,cycle,0,13,90076,
4,4,1,0.25,1,46,256,0.31640625,0.5625,0.37499999999999994,0.6904452445071266,0.0,,,,cycle,0,14,90077,
4,4,1,0.25,1,60,256,0.31640625,0.5,0.35416666666666663,0.7383613244510648,0.0,,,,cycle,0,15,90078,
4,4,1,0.25,1,46,256,0.31640625,0.5625,0.37499999999999994,0.6904452445071266,0.0,,,,cycle,0,16,90079,
4,4,1,0.25,14,21,256,0.31640625,0.6875,0.4583333333333333,0.5490396778473451,0.47591936525720047,1.0,0.5252990700743871,0.6789391989029928,cycle,0,17,90080,14.0
4,4,1,0.25,16,85,256,0.31640625,0.4375,0.3125,0.8011738670172128,0.5,1.0,0.5,0.646240625180289,cycle,0,18,90081,16.0
4,4,1,0.25,1,46,256,0.31640625,0.5625,0.37499999999999994,0.6904452445071266,0.0,,,,cycle,0,19,90082,
4,4,1,0.25,1,22,256,0.31640625,0.6875,0.4583333333333333,0.5574289523296622,0.0,,,,cycle,0,20,90083,
4,4,1,0.25,1,46,256,0.31640625,0.5625,0.37499999999999994,0.6904452445071266,0.0,,,,cycle,0,21,90084,
4,4,1,0.25,14,45,256,0.31640625,0.5625,0.37499999999999994,0.6864816370412093,0.47591936525720047,1.0,0.5252990700743871,0.6789391989029928,cycle,0,22,90085,14.0
4,4,1,0.25,1,22,256,0.31640625,0.6875,0.4583333333333333,0.5574289523296622,0.0,,,,cycle,0,23,90086,
4,4,1,0.25,1,46,256,0.31640625,0.5625,0.37499999999999994,0.6904452445071266,0.0,,,,cycle,0,24,90087,
4,4,1,0.25,14,41,256,0.31640625,0.5625,0.3958333333333333,0.6696940005772605,0.47591936525720047,1.0,0.5252990700743871,0.6789391989029928,cycle,0,25,90088,14.0
4,4,1,0.25,1,60,256,0.31640625,0.5,0.35416666666666663,0.7383613244510648,0.0,,,,cycle,0,26,90089,
4,4,1,0.25,16,33,256,0.31640625,0.625,0.41666666666666663,0.6305492649198067,0.5,1.0,0.5,0.646240625180289,cycle,0,27,90090,16.0
4,4,1,0.25,1,42,256,0.31640625,0.5625,0.3958333333333333,0.6740396778473451,0.0,,,,cycle,0,28,90091,
4,4,1,0.25,16,61,256,0.31640625,0.5,0.35416666666666663,0.7413421671953608,0.5,1.0,0.5,0.646240625180289,cycle,0,29,90092,16.0
4,4,1,0.25,14,83,256,0.31640625,0.4375,0.3125,0.7968799289183657,0.47591936525720047,1.0,0.5252990700743871,0.6789391989029928,cycle,0,30,90093,14.0
4,4,1,0.25,1,46,256,0.31640625,0.5625,0.37499999999999994,0.6904452445071266,0.0,,,,cycle,0,31,90094,
4,4,1,0.25,1,12,256,0.31640625,0.75,0.5833333333333333,0.44812031259014456,0.0,,,,cycle,0,32,90095,
4,4,1,0.25,1,46,256,0.31640625,0.5625,0.37499999999999994,0.6904452445071266,0.0,,,,cycle,0,33,90096,
4,4,1,0.25,1,22,256,0.31640625,0.6875,0.4583333333333333,0.5574289523296622,0.0,,,,cycle,0,34,90097,
4,4,1,0.25,1,65,256,0.31640625,0.5,0.3333333333333333,0.7527959766285568,0.0,,,,cycle,0,35,90098,
4,4,1,0.25,14,21,256,0.31640625,0.6875,0.4583333333333333,0.5490396778473451,0.47591936525720047,1.0,0.5252990700743871,0.6789391989029928,cycle,0,36,90099,14.0
4,4,1,0.25,16,47,256,0.31640625,0.5625,0.37499999999999994,0.6943236064597047,0.5,1.0,0.5,0.646240625180289,cycle,0,37,90100,16.0
4,4,1,0.25,1,84,256,0.31640625,0.4375,0.3125,0.799039677847345,0.0,,,,cycle,0,38,90101,
4,4,1,0.25,1,27,256,0.31640625,0.625,0.5,0.5943609377704336,0.0,,,,cycle,0,39,90102,
4,4,1,0.25,1,60,256,0.31640625,0.5,0.35416666666666663,0.7383613244510648,0.0,,,,cycle,0,40,90103,
4,4,1,0.25,1,46,256,0.31640625,0.5625,0.37499999999999994,0.6904452445071266,0.0,,,,cycle,0,41,90104,
4,4,1,0.25,1,46,256,0.31640625,0.5625,0.37499999999999994,0.6904452445071266,0.0,,,,cycle,0,42,90105,
4,4,1,0.25,14,31,256,0.31640625,0.625,0.41666666666666663,0.6192745387983595,0.47591936525720047,1.0,0.5252990700743871,0.6789391989029928,cycle,0,43,90106,14.0
4,4,1,0.25,16,61,256,0.31640625,0.5,0.35416666666666663,0.7413421671953608,0.5,1.0,0.5,0.646240625180289,cycle,0,44,90107,16.0
4,4,1,0.25,16,85,256,0.31640625,0.4375,0.31249999999999994,0.8011738670172128,0.5,1.0,0.5,0.646240625180289,cycle,0,45,90108,16.0
4,4,1,0.25,1,42,256,0.31640625,0.5625,0.3958333333333333,0.6740396778473451,0.0,,,,cycle,0,46,90109,
4,4,1,0.25,1,22,256,0.31640625,0.6875,0.4583333333333333,0.5574289523296622,0.0,,,,cycle,0,47,90110,
4,4,1,0.25,1,22,256,0.31640625,0.6875,0.4583333333333333,0.5574289523296622,0.0,,,,cycle,0,48,90111,
4,4,1,0.25,14,45,256,0.31640625,0.5625,0.37499999999999994,0.6864816370412093,0.47591936525720047,1.0,0.5252990700743871,0.6789391989029928,cycle,0,49,90112,14.0
4,4,1,0.25,1,24,256,0.31640625,0.625,0.5208333333333333,0.5731203125901446,0.0,,,,cycle,0,50,90113,
4,4,1,0.25,1,60,256,0.31640625,0.5,0.35416666666666663,0.7383613244510648,0.0,,,,cycle,0,51,90114,
4,4,1,0.25,1,42,256,0.31640625,0.5625,0.3958333333333333,0.6740396778473451,0.0,,,,cycle,0,52,90115,
4,4,1,0.25,1,60,256,0.31640625,0.5,0.35416666666666663,0.7383613244510648,0.0,,,,cycle,0,53,90116,
4,4,1,0.25,1,65,256,0.31640625,0.5,0.3333333333333333,0.7527959766285568,0.0,,,,cycle,0,54,90117,
4,4,1,0.25,1,60,256,0.31640625,0.5,0.35416666666666663,0.7383613244510648,0.0,,,,cycle,0,55,90118,
4,4,1,0.25,1,60,256,0.31640625,0.5,0.35416666666666663,0.7383613244510648,0.0,,,,cycle,0,56,90119,
4,4,1,0.25,1,32,256,0.31640625,0.625,0.41666666666666663,0.625,0.0,,,,cycle,0,57,90120,
4,4,1,0.25,14,45,256,0.31640625,0.5625,0.37499999999999994,0.6864816370412093,0.47591936525720047,1.0,0.5252990700743871,0.6789391989029928,cycle,0,58,90121,14.0
4,4,1,0.25,1,46,256,0.31640625,0.5625,0.37499999999999994,0.6904452445071266,0.0,,,,cycle,0,59,90122,
4,6,1,0.25,14,107,1296,0.3348979766803842,0.5833333333333333,0.29166666666666663,0.6519888571420672,0.3682214849340583,1.0,0.5252990700743871,0.6789391989029928,cycle,0,0,100070,14.0
4,6,1,0.25,14,137,1296,0.3348979766803842,0.5416666666666666,0.2708333333333333,0.6864734092835302,0.3682214849340583,1.0,0.5252990700743871,0.6789391989029928,cycle,0,1,100071,14.0
4,6,1,0.25,16,205,1296,0.3348979766803842,0.4583333333333333,0.24583333333333335,0.7427071086488697,0.3868528072345416,1.0,0.5,0.646240625180289,cycle,0,2,100072,16.0
4,6,1,0.25,1,204,1296,0.3348979766803842,0.45833333333333326,0.2458333333333333,0.7420248204597777,0.0,,,,cycle,0,3,100073,
4,6,1,0.25,1,212,1296,0.3348979766803842,0.4583333333333333,0.2375,0.747391930483252,0.0,,,,cycle,0,4,100074,
4,6,1,0.25,1,256,1296,0.3348979766803842,0.41666666666666663,0.225,0.7737056144690831,0.0,,,,cycle,0,5,100075,
