usable_diamond,valid_transport_cycle,valid_holonomy,nontrivial_holonomy,min_edge_classes,min_edge_residual_bits,min_edge_transport,local_map_accuracy,holonomy_type,generated_group,group_order,source_observer,sink_observer,path1,path2,graph_id,cycle_id,length,observers,min_observer_edge_mi_bits,mean_observer_edge_mi_bits
1,0,0,0,1,0.0,0.0,0.0,not_usable,none,0,4.0,0.0,4 2 1 0,4 0,91,2,4,0 1 2 4,0.11319921183483661,0.7325361109321816
1,0,0,0,1,0.0,0.0,0.0,not_usable,none,0,7.0,3.0,7 4 3,7 3,92,3,3,3 4 7,0.1482885950414765,0.4092408659888139
1,0,0,0,1,0.0,0.0,0.0,not_usable,none,0,10.0,7.0,10 9 7,10 7,92,5,3,7 9 10,0.12366122580963435,0.3616634776971437
1,0,0,0,1,0.0,0.0,0.0,not_usable,none,0,10.0,8.0,10 9 8,10 8,92,6,3,8 9 10,0.13962284451126594,0.4219416927692716
0,0,0,0,0,0.0,0.0,0.0,not_usable,none,0,,,,,92,18,4,7 9 8 10,0.12366122580963435,0.182064815620245
0,0,0,0,0,0.0,0.0,0.0,not_usable,none,0,,,,,92,61,6,0 6 7 4 1 12,0.12700184040377627,0.37266288974394235
1,0,0,0,1,0.0,0.0,0.0,not_usable,none,0,8.0,5.0,8 7 5,8 5,94,5,3,5 7 8,0.3278195311147831,0.41451597172814775
1,0,0,0,1,0.0,0.0,0.0,not_usable,none,0,3.0,1.0,3 2 1,3 1,95,0,3,1 2 3,0.16711196024538566,0.7590655674930566
1,0,0,0,1,0.0,0.0,0.0,not_usable,none,0,9.0,4.0,9 7 6 5 4,9 4,96,62,5,4 5 6 7 9,0.22750668978481414,0.7668874585461667
1,0,0,0,1,0.0,0.0,0.0,not_usable,none,0,4.0,2.0,4 3 2,4 2,97,3,3,2 3 4,0.7219468875457542,1.3498516561959215
1,0,0,0,1,0.0,0.0,0.0,not_usable,none,0,2.0,0.0,2 1 0,2 0,99,0,3,0 1 2,0.18074116762506653,0.7540633364446232
