loop_index,n,loop_length,holonomy_json,holonomy_type,holonomy_order,nontrivial,edge_types_json,edges_json,gauge_trials,gauge_covariance_success,conjugacy_class_success
186,3,4,"[1, 2, 0]",cycle_3,3,True,"[""cycle_2_1"", ""cycle_2_1"", ""cycle_2_1"", ""cycle_2_1""]","[[1, 0, 2], [2, 1, 0], [1, 0, 2], [1, 0, 2]]",3,1.0,1.0
187,3,4,"[2, 0, 1]",cycle_3,3,True,"[""cycle_2_1"", ""cycle_2_1"", ""cycle_2_1"", ""cycle_2_1""]","[[1, 0, 2], [2, 1, 0], [1, 0, 2], [2, 1, 0]]",3,1.0,1.0
188,3,4,"[1, 0, 2]",cycle_2_1,2,True,"[""cycle_2_1"", ""cycle_2_1"", ""cycle_2_1"", ""identity""]","[[1, 0, 2], [2, 1, 0], [2, 1, 0], [0, 1, 2]]",3,1.0,1.0
189,3,4,"[2, 0, 1]",cycle_3,3,True,"[""cycle_2_1"", ""cycle_2_1"", ""cycle_2_1"", ""cycle_2_1""]","[[1, 0, 2], [2, 1, 0], [2, 1, 0], [0, 2, 1]]",3,1.0,1.0
190,3,4,"[0, 1, 2]",identity,1,False,"[""cycle_2_1"", ""cycle_2_1"", ""cycle_2_1"", ""cycle_2_1""]","[[1, 0, 2], [2, 1, 0], [2, 1, 0], [1, 0, 2]]",3,1.0,1.0
191,3,4,"[1, 2, 0]",cycle_3,3,True,"[""cycle_2_1"", ""cycle_2_1"", ""cycle_2_1"", ""cycle_2_1""]","[[1, 0, 2], [2, 1, 0], [2, 1, 0], [2, 1, 0]]",3,1.0,1.0
192,3,4,"[2, 1, 0]",cycle_2_1,2,True,"[""cycle_2_1"", ""identity"", ""identity"", ""identity""]","[[2, 1, 0], [0, 1, 2], [0, 1, 2], [0, 1, 2]]",3,1.0,1.0
193,3,4,"[1, 2, 0]",cycle_3,3,True,"[""cycle_2_1"", ""identity"", ""identity"", ""cycle_2_1""]","[[2, 1, 0], [0, 1, 2], [0, 1, 2], [0, 2, 1]]",3,1.0,1.0
194,3,4,"[2, 0, 1]",cycle_3,3,True,"[""cycle_2_1"", ""identity"", ""identity"", ""cycle_2_1""]","[[2, 1, 0], [0, 1, 2], [0, 1, 2], [1, 0, 2]]",3,1.0,1.0
195,3,4,"[0, 1, 2]",identity,1,False,"[""cycle_2_1"", ""identity"", ""identity"", ""cycle_2_1""]","[[2, 1, 0], [0, 1, 2], [0, 1, 2], [2, 1, 0]]",3,1.0,1.0
196,3,4,"[1, 2, 0]",cycle_3,3,True,"[""cycle_2_1"", ""identity"", ""cycle_2_1"", ""identity""]","[[2, 1, 0], [0, 1, 2], [0, 2, 1], [0, 1, 2]]",3,1.0,1.0
197,3,4,"[2, 1, 0]",cycle_2_1,2,True,"[""cycle_2_1"", ""identity"", ""cycle_2_1"", ""cycle_2_1""]","[[2, 1, 0], [0, 1, 2], [0, 2, 1], [0, 2, 1]]",3,1.0,1.0
198,3,4,"[0, 2, 1]",cycle_2_1,2,True,"[""cycle_2_1"", ""identity"", ""cycle_2_1"", ""cycle_2_1""]","[[2, 1, 0], [0, 1, 2], [0, 2, 1], [1, 0, 2]]",3,1.0,1.0
199,3,4,"[1, 0, 2]",cycle_2_1,2,True,"[""cycle_2_1"", ""identity"", ""cycle_2_1"", ""cycle_2_1""]","[[2, 1, 0], [0, 1, 2], [0, 2, 1], [2, 1, 0]]",3,1.0,1.0
200,3,4,"[2, 0, 1]",cycle_3,3,True,"[""cycle_2_1"", ""identity"", ""cycle_2_1"", ""identity""]","[[2, 1, 0], [0, 1, 2], [1, 0, 2], [0, 1, 2]]",3,1.0,1.0
201,3,4,"[1, 0, 2]",cycle_2_1,2,True,"[""cycle_2_1"", ""identity"", ""cycle_2_1"", ""cycle_2_1""]","[[2, 1, 0], [0, 1, 2], [1, 0, 2], [0, 2, 1]]",3,1.0,1.0
202,3,4,"[2, 1, 0]",cycle_2_1,2,True,"[""cycle_2_1"", ""identity"", ""cycle_2_1"", ""cycle_2_1""]","[[2, 1, 0], [0, 1, 2], [1, 0, 2], [1, 0, 2]]",3,1.0,1.0
203,3,4,"[0, 2, 1]",cycle_2_1,2,True,"[""cycle_2_1"", ""identity"", ""cycle_2_1"", ""cycle_2_1""]","[[2, 1, 0], [0, 1, 2], [1, 0, 2], [2, 1, 0]]",3,1.0,1.0
204,3,4,"[0, 1, 2]",identity,1,False,"[""cycle_2_1"", ""identity"", ""cycle_2_1"", ""identity""]","[[2, 1, 0], [0, 1, 2], [2, 1, 0], [0, 1, 2]]",3,1.0,1.0
205,3,4,"[0, 2, 1]",cycle_2_1,2,True,"[""cycle_2_1"", ""identity"", ""cycle_2_1"", ""cycle_2_1""]","[[2, 1, 0], [0, 1, 2], [2, 1, 0], [0, 2, 1]]",3,1.0,1.0
206,3,4,"[1, 0, 2]",cycle_2_1,2,True,"[""cycle_2_1"", ""identity"", ""cycle_2_1"", ""cycle_2_1""]","[[2, 1, 0], [0, 1, 2], [2, 1, 0], [1, 0, 2]]",3,1.0,1.0
207,3,4,"[2, 1, 0]",cycle_2_1,2,True,"[""cycle_2_1"", ""identity"", ""cycle_2_1"", ""cycle_2_1""]","[[2, 1, 0], [0, 1, 2], [2, 1, 0], [2, 1, 0]]",3,1.0,1.0
