q,w,k_total,rule_ensemble,mutation_rate,exact_B_classes,exact_C_classes,exact_Dtop_classes,exact_Dbottom_classes,source_label_classes,source_residual_qcoords,source_liveness,phi_AC_transport,phi_BD_transport,phi_CD_transport,min_edge_transport,min_edge_accuracy,valid_square,phi_AB,phi_BD,phi_AC,phi_CD,top,bottom,delta,top_type,bottom_type,delta_type,nontrivial_path_holonomy,generated_group_name,generated_group_order,generated_group_abelian,generated_group_cyclic,generated_group_transitive,gauge_covariance_success,conjugacy_class_success,seed,instance,initial_mode,n_initial_states
4,1,19,copy,0.02,4,2,3,2,4,1.0,1.0,1.0000000000000002,1.0,1.0,1.0,1.0,False,,,,,,,,invalid,invalid,invalid,False,invalid,0,,,,,,61699,36,joint_random,4096
4,1,19,copy,0.02,4,4,3,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,,,,,,,,invalid,invalid,invalid,False,invalid,0,,,,,,61700,37,joint_random,4096
4,1,19,copy,0.02,4,4,3,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,,,,,,,,invalid,invalid,invalid,False,invalid,0,,,,,,61701,38,joint_random,4096
4,1,19,copy,0.02,4,3,4,2,4,1.0,1.0,1.0,1.0,1.0000000000000002,1.0,1.0,False,,,,,,,,invalid,invalid,invalid,False,invalid,0,,,,,,61702,39,joint_random,4096
4,1,19,copy,0.02,3,4,4,3,3,0.7924812503605781,1.0,0.75,0.75,1.0,0.75,0.75,False,,,,,,,,invalid,invalid,invalid,False,invalid,0,,,,,,61703,40,joint_random,4096
4,1,19,copy,0.02,2,4,3,4,2,0.5,1.0000000000000002,0.40563906222956647,0.5408520829727553,1.0,0.40563906222956647,0.5,False,,,,,,,,invalid,invalid,invalid,False,invalid,0,,,,,,61704,41,joint_random,4096
4,1,19,copy,0.02,4,3,4,3,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,,,,,,,,invalid,invalid,invalid,False,invalid,0,,,,,,61705,42,joint_random,4096
4,1,19,copy,0.02,4,4,3,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,,,,,,,,invalid,invalid,invalid,False,invalid,0,,,,,,61706,43,joint_random,4096
4,1,19,copy,0.02,3,4,3,4,3,0.7924812503605781,1.0,0.75,1.0,1.0,0.75,0.75,False,,,,,,,,invalid,invalid,invalid,False,invalid,0,,,,,,61707,44,joint_random,4096
4,1,19,copy,0.02,4,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,"[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]",identity,identity,identity,False,trivial,1,True,True,False,True,True,61708,45,joint_random,4096
4,1,19,copy,0.02,4,4,4,3,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,,,,,,,,invalid,invalid,invalid,False,invalid,0,,,,,,61709,46,joint_random,4096
4,1,19,copy,0.02,3,3,3,3,3,0.7924812503605781,1.0,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.75,False,,,,,,,,invalid,invalid,invalid,False,invalid,0,,,,,,61710,47,joint_random,4096
4,1,19,copy,0.02,4,4,4,3,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,,,,,,,,invalid,invalid,invalid,False,invalid,0,,,,,,61711,48,joint_random,4096
4,1,19,copy,0.02,4,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,"[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]",identity,identity,identity,False,trivial,1,True,True,False,True,True,61712,49,joint_random,4096
4,1,19,copy,0.05,3,4,3,3,3,0.7924812503605781,1.0,0.75,0.6666666666666666,1.0,0.6666666666666666,0.75,False,,,,,,,,invalid,invalid,invalid,False,invalid,0,,,,,,64963,0,joint_random,4096
4,1,19,copy,0.05,4,4,3,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,,,,,,,,invalid,invalid,invalid,False,invalid,0,,,,,,64964,1,joint_random,4096
4,1,19,copy,0.05,2,4,2,4,2,0.5,1.0000000000000002,0.40563906222956647,0.15106563978903303,1.0,0.15106563978903303,0.5,False,,,,,,,,invalid,invalid,invalid,False,invalid,0,,,,,,64965,2,joint_random,4096
4,1,19,copy,0.05,4,3,3,3,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,,,,,,,,invalid,invalid,invalid,False,invalid,0,,,,,,64966,3,joint_random,4096
4,1,19,copy,0.05,2,2,3,3,2,0.5,1.0000000000000002,0.15106563978903303,0.5408520829727553,0.5408520829727553,0.15106563978903303,0.75,False,,,,,,,,invalid,invalid,invalid,False,invalid,0,,,,,,64967,4,joint_random,4096
4,1,19,copy,0.05,3,2,4,3,3,0.7924812503605781,1.0,0.3836885465963445,0.75,0.5408520829727553,0.3836885465963445,0.75,False,,,,,,,,invalid,invalid,invalid,False,invalid,0,,,,,,64968,5,joint_random,4096
4,1,19,copy,0.05,3,4,3,3,3,0.7924812503605781,1.0,0.75,1.0,1.0,0.75,0.75,False,,,,,,,,invalid,invalid,invalid,False,invalid,0,,,,,,64969,6,joint_random,4096
4,1,19,copy,0.05,4,1,2,1,4,1.0,1.0,0.0,1.0000000000000002,0.0,0.0,1.0,False,,,,,,,,invalid,invalid,invalid,False,invalid,0,,,,,,64970,7,joint_random,4096
4,1,19,copy,0.05,4,4,2,2,4,1.0,1.0,1.0,1.0,1.0000000000000002,1.0,1.0,False,,,,,,,,invalid,invalid,invalid,False,invalid,0,,,,,,64971,8,joint_random,4096
4,1,19,copy,0.05,4,4,4,3,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,,,,,,,,invalid,invalid,invalid,False,invalid,0,,,,,,64972,9,joint_random,4096
4,1,19,copy,0.05,4,2,3,2,4,1.0,1.0,1.0000000000000002,1.0,0.31127812445913294,0.31127812445913294,0.75,False,,,,,,,,invalid,invalid,invalid,False,invalid,0,,,,,,64973,10,joint_random,4096
4,1,19,copy,0.05,3,4,3,4,3,0.7924812503605781,1.0,0.75,0.6666666666666666,1.0,0.6666666666666666,0.75,False,,,,,,,,invalid,invalid,invalid,False,invalid,0,,,,,,64974,11,joint_random,4096
4,1,19,copy,0.05,3,3,3,2,3,0.7924812503605781,1.0,0.6666666666666666,1.0,1.0000000000000002,0.6666666666666666,0.75,False,,,,,,,,invalid,invalid,invalid,False,invalid,0,,,,,,64975,12,joint_random,4096
4,1,19,copy,0.05,4,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,"[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]",identity,identity,identity,False,trivial,1,True,True,False,True,True,64976,13,joint_random,4096
4,1,19,copy,0.05,4,3,4,2,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,,,,,,,,invalid,invalid,invalid,False,invalid,0,,,,,,64977,14,joint_random,4096
4,1,19,copy,0.05,4,3,3,3,4,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.75,False,,,,,,,,invalid,invalid,invalid,False,invalid,0,,,,,,64978,15,joint_random,4096
4,1,19,copy,0.05,3,2,3,3,3,0.7924812503605781,1.0,0.3836885465963445,1.0,0.5408520829727553,0.3836885465963445,0.75,False,,,,,,,,invalid,invalid,invalid,False,invalid,0,,,,,,64979,16,joint_random,4096
4,1,19,copy,0.05,4,3,4,3,4,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.75,False,,,,,,,,invalid,invalid,invalid,False,invalid,0,,,,,,64980,17,joint_random,4096
4,1,19,copy,0.05,4,3,3,3,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,,,,,,,,invalid,invalid,invalid,False,invalid,0,,,,,,64981,18,joint_random,4096
4,1,19,copy,0.05,3,4,3,3,3,0.7924812503605781,1.0,0.75,1.0,1.0,0.75,0.75,False,,,,,,,,invalid,invalid,invalid,False,invalid,0,,,,,,64982,19,joint_random,4096
4,1,19,copy,0.05,4,4,3,3,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,,,,,,,,invalid,invalid,invalid,False,invalid,0,,,,,,64983,20,joint_random,4096
4,1,19,copy,0.05,4,2,3,3,4,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.75,False,,,,,,,,invalid,invalid,invalid,False,invalid,0,,,,,,64984,21,joint_random,4096
4,1,19,copy,0.05,3,4,3,3,3,0.7924812503605781,1.0,0.75,1.0,1.0,0.75,0.75,False,,,,,,,,invalid,invalid,invalid,False,invalid,0,,,,,,64985,22,joint_random,4096
4,1,19,copy,0.05,4,3,2,2,4,1.0,1.0,1.0,1.0000000000000002,1.0000000000000002,1.0,1.0,False,,,,,,,,invalid,invalid,invalid,False,invalid,0,,,,,,64986,23,joint_random,4096
4,1,19,copy,0.05,4,3,3,3,4,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.75,False,,,,,,,,invalid,invalid,invalid,False,invalid,0,,,,,,64987,24,joint_random,4096
4,1,19,copy,0.05,4,2,2,3,4,1.0,1.0,1.0000000000000002,1.0,0.5408520829727553,0.5408520829727553,0.75,False,,,,,,,,invalid,invalid,invalid,False,invalid,0,,,,,,64988,25,joint_random,4096
4,1,19,copy,0.05,2,2,2,3,2,0.5,1.0000000000000002,0.15106563978903303,1.0,0.5408520829727553,0.15106563978903303,0.75,False,,,,,,,,invalid,invalid,invalid,False,invalid,0,,,,,,64989,26,joint_random,4096
4,1,19,copy,0.05,3,4,2,3,3,0.7924812503605781,1.0,0.75,1.0000000000000002,1.0,0.75,0.75,False,,,,,,,,invalid,invalid,invalid,False,invalid,0,,,,,,64990,27,joint_random,4096
4,1,19,copy,0.05,4,4,3,3,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,,,,,,,,invalid,invalid,invalid,False,invalid,0,,,,,,64991,28,joint_random,4096
4,1,19,copy,0.05,3,3,2,3,3,0.7924812503605781,1.0,0.6666666666666666,1.0000000000000002,1.0,0.6666666666666666,0.75,False,,,,,,,,invalid,invalid,invalid,False,invalid,0,,,,,,64992,29,joint_random,4096
4,1,19,copy,0.05,4,3,4,3,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,,,,,,,,invalid,invalid,invalid,False,invalid,0,,,,,,64993,30,joint_random,4096
4,1,19,copy,0.05,4,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,"[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]",identity,identity,identity,False,trivial,1,True,True,False,True,True,64994,31,joint_random,4096
4,1,19,copy,0.05,3,3,1,3,3,0.7924812503605781,1.0,0.6666666666666666,0.0,0.6666666666666666,0.0,0.75,False,,,,,,,,invalid,invalid,invalid,False,invalid,0,,,,,,64995,32,joint_random,4096
4,1,19,copy,0.05,4,4,4,3,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,,,,,,,,invalid,invalid,invalid,False,invalid,0,,,,,,64996,33,joint_random,4096
4,1,19,copy,0.05,4,3,2,2,4,1.0,1.0,1.0,1.0000000000000002,1.0000000000000002,1.0,1.0,False,,,,,,,,invalid,invalid,invalid,False,invalid,0,,,,,,64997,34,joint_random,4096
4,1,19,copy,0.05,2,4,3,4,2,0.5,1.0000000000000002,0.40563906222956647,0.5408520829727553,1.0,0.40563906222956647,0.5,False,,,,,,,,invalid,invalid,invalid,False,invalid,0,,,,,,64998,35,joint_random,4096
4,1,19,copy,0.05,2,3,1,3,2,0.5,1.0000000000000002,0.5408520829727553,0.0,0.6666666666666666,0.0,0.75,False,,,,,,,,invalid,invalid,invalid,False,invalid,0,,,,,,64999,36,joint_random,4096
4,1,19,copy,0.05,4,3,4,3,4,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.75,False,,,,,,,,invalid,invalid,invalid,False,invalid,0,,,,,,65000,37,joint_random,4096
4,1,19,copy,0.05,4,4,3,3,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,,,,,,,,invalid,invalid,invalid,False,invalid,0,,,,,,65001,38,joint_random,4096
4,1,19,copy,0.05,3,1,3,2,3,0.7924812503605781,1.0,0.0,1.0,0.0,0.0,0.75,False,,,,,,,,invalid,invalid,invalid,False,invalid,0,,,,,,65002,39,joint_random,4096
4,1,19,copy,0.05,2,2,3,2,2,0.5,1.0000000000000002,0.15106563978903303,0.5408520829727553,1.0,0.15106563978903303,0.75,False,,,,,,,,invalid,invalid,invalid,False,invalid,0,,,,,,65003,40,joint_random,4096
4,1,19,copy,0.05,3,2,4,3,3,0.7924812503605781,1.0,1.0000000000000002,0.75,0.5408520829727553,0.5408520829727553,0.75,False,,,,,,,,invalid,invalid,invalid,False,invalid,0,,,,,,65004,41,joint_random,4096
4,1,19,copy,0.05,3,4,4,3,3,0.7924812503605781,1.0,0.75,0.75,1.0,0.75,0.75,False,,,,,,,,invalid,invalid,invalid,False,invalid,0,,,,,,65005,42,joint_random,4096
4,1,19,copy,0.05,3,4,3,4,3,0.7924812503605781,1.0,0.75,0.6666666666666666,1.0,0.6666666666666666,0.75,False,,,,,,,,invalid,invalid,invalid,False,invalid,0,,,,,,65006,43,joint_random,4096
4,1,19,copy,0.05,4,4,4,2,4,1.0,1.0,1.0,1.0,1.0000000000000002,1.0,1.0,False,,,,,,,,invalid,invalid,invalid,False,invalid,0,,,,,,65007,44,joint_random,4096
4,1,19,copy,0.05,4,3,4,2,4,1.0,1.0,1.0,1.0,1.0000000000000002,1.0,1.0,False,,,,,,,,invalid,invalid,invalid,False,invalid,0,,,,,,65008,45,joint_random,4096
4,1,19,copy,0.05,4,3,3,3,4,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.75,False,,,,,,,,invalid,invalid,invalid,False,invalid,0,,,,,,65009,46,joint_random,4096
4,1,19,copy,0.05,2,3,3,3,2,0.5,1.0000000000000002,0.20751874963942196,0.5408520829727553,1.0,0.20751874963942196,0.5,False,,,,,,,,invalid,invalid,invalid,False,invalid,0,,,,,,65010,47,joint_random,4096
4,1,19,copy,0.05,3,4,3,3,3,0.7924812503605781,1.0,0.75,1.0,1.0,0.75,0.75,False,,,,,,,,invalid,invalid,invalid,False,invalid,0,,,,,,65011,48,joint_random,4096
4,1,19,copy,0.05,4,3,4,3,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,,,,,,,,invalid,invalid,invalid,False,invalid,0,,,,,,65012,49,joint_random,4096
4,1,19,permutive,0.0,4,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,"[0, 1, 2, 3]","[1, 0, 3, 2]","[2, 0, 1, 3]","[3, 1, 2, 0]","[1, 0, 3, 2]","[2, 3, 1, 0]","[3, 2, 0, 1]",cycle_2_2,cycle_4,cycle_4,True,S4,24,False,False,True,True,True,69527,0,joint_random,4096
4,1,19,permutive,0.0,4,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,"[0, 1, 2, 3]","[1, 0, 3, 2]","[0, 3, 1, 2]","[3, 2, 1, 0]","[1, 0, 3, 2]","[3, 0, 2, 1]","[2, 1, 3, 0]",cycle_2_2,cycle_3_1,cycle_3_1,True,A4,12,False,False,True,True,True,69528,1,joint_random,4096
4,1,19,permutive,0.0,4,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,"[0, 1, 2, 3]","[2, 3, 0, 1]","[0, 1, 2, 3]","[1, 3, 0, 2]","[2, 3, 0, 1]","[1, 3, 0, 2]","[3, 1, 2, 0]",cycle_2_2,cycle_4,cycle_2_1_1,True,D4_or_order8,8,False,False,True,True,True,69529,2,joint_random,4096
4,1,19,permutive,0.0,4,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,"[0, 1, 2, 3]","[0, 1, 3, 2]","[2, 1, 3, 0]","[3, 2, 0, 1]","[0, 1, 3, 2]","[0, 2, 1, 3]","[0, 3, 1, 2]",cycle_2_1_1,cycle_2_1_1,cycle_3_1,True,S4,24,False,False,True,True,True,69530,3,joint_random,4096
4,1,19,permutive,0.0,4,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,"[0, 1, 2, 3]","[1, 0, 2, 3]","[1, 0, 3, 2]","[2, 3, 0, 1]","[1, 0, 2, 3]","[3, 2, 1, 0]","[3, 2, 0, 1]",cycle_2_1_1,cycle_2_2,cycle_4,True,D4_or_order8,8,False,False,True,True,True,69531,4,joint_random,4096
4,1,19,permutive,0.0,4,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,"[0, 1, 2, 3]","[2, 3, 1, 0]","[3, 2, 0, 1]","[2, 0, 1, 3]","[2, 3, 1, 0]","[3, 1, 2, 0]","[1, 2, 0, 3]",cycle_4,cycle_2_1_1,cycle_3_1,True,S4,24,False,False,True,True,True,69532,5,joint_random,4096
4,1,19,permutive,0.0,4,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,"[0, 1, 2, 3]","[0, 3, 2, 1]","[3, 0, 2, 1]","[2, 3, 0, 1]","[0, 3, 2, 1]","[1, 2, 0, 3]","[3, 2, 0, 1]",cycle_2_1_1,cycle_3_1,cycle_4,True,S4,24,False,False,True,True,True,69533,6,joint_random,4096
4,1,19,permutive,0.0,4,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,"[0, 1, 2, 3]","[0, 1, 2, 3]","[3, 1, 0, 2]","[3, 2, 0, 1]","[0, 1, 2, 3]","[1, 2, 3, 0]","[1, 2, 3, 0]",identity,cycle_4,cycle_4,True,S4,24,False,False,True,True,True,69534,7,joint_random,4096
4,1,19,permutive,0.0,4,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,"[0, 1, 2, 3]","[2, 0, 1, 3]","[2, 0, 1, 3]","[0, 1, 3, 2]","[2, 0, 1, 3]","[3, 0, 1, 2]","[3, 1, 2, 0]",cycle_3_1,cycle_4,cycle_2_1_1,True,S4,24,False,False,True,True,True,69535,8,joint_random,4096
4,1,19,permutive,0.0,4,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,"[0, 1, 2, 3]","[3, 0, 2, 1]","[2, 1, 3, 0]","[3, 0, 2, 1]","[3, 0, 2, 1]","[2, 0, 1, 3]","[2, 1, 3, 0]",cycle_3_1,cycle_3_1,cycle_3_1,True,A4,12,False,False,True,True,True,69536,9,joint_random,4096
4,1,19,permutive,0.0,4,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,"[0, 1, 2, 3]","[0, 1, 3, 2]","[0, 1, 3, 2]","[3, 0, 1, 2]","[0, 1, 3, 2]","[3, 0, 2, 1]","[2, 0, 3, 1]",cycle_2_1_1,cycle_3_1,cycle_4,True,S4,24,False,False,True,True,True,69537,10,joint_random,4096
4,1,19,permutive,0.0,4,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,"[0, 1, 2, 3]","[1, 2, 0, 3]","[1, 3, 2, 0]","[1, 0, 3, 2]","[1, 2, 0, 3]","[0, 2, 3, 1]","[2, 1, 3, 0]",cycle_3_1,cycle_3_1,cycle_3_1,True,A4,12,False,False,True,True,True,69538,11,joint_random,4096
4,1,19,permutive,0.0,4,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,"[0, 1, 2, 3]","[2, 1, 3, 0]","[1, 3, 2, 0]","[2, 3, 1, 0]","[2, 1, 3, 0]","[3, 0, 1, 2]","[2, 3, 1, 0]",cycle_3_1,cycle_4,cycle_4,True,S4,24,False,False,True,True,True,69539,12,joint_random,4096
4,1,19,permutive,0.0,4,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,"[0, 1, 2, 3]","[0, 3, 1, 2]","[1, 2, 0, 3]","[3, 1, 2, 0]","[0, 3, 1, 2]","[1, 2, 3, 0]","[2, 3, 1, 0]",cycle_3_1,cycle_4,cycle_4,True,S4,24,False,False,True,True,True,69540,13,joint_random,4096
4,1,19,permutive,0.0,4,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,"[0, 1, 2, 3]","[1, 2, 3, 0]","[2, 0, 1, 3]","[3, 0, 2, 1]","[1, 2, 3, 0]","[2, 3, 0, 1]","[1, 2, 3, 0]",cycle_4,cycle_2_2,cycle_4,True,S4,24,False,False,True,True,True,69541,14,joint_random,4096
4,1,19,permutive,0.0,4,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,"[0, 1, 2, 3]","[1, 0, 3, 2]","[1, 2, 0, 3]","[3, 2, 1, 0]","[1, 0, 3, 2]","[2, 1, 3, 0]","[3, 0, 2, 1]",cycle_2_2,cycle_3_1,cycle_3_1,True,A4,12,False,False,True,True,True,69542,15,joint_random,4096
4,1,19,permutive,0.0,4,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,"[0, 1, 2, 3]","[3, 2, 0, 1]","[3, 2, 0, 1]","[2, 3, 0, 1]","[3, 2, 0, 1]","[1, 0, 2, 3]","[3, 2, 1, 0]",cycle_4,cycle_2_1_1,cycle_2_2,True,D4_or_order8,8,False,False,True,True,True,69543,16,joint_random,4096
4,1,19,permutive,0.0,4,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,"[0, 1, 2, 3]","[3, 0, 2, 1]","[1, 0, 2, 3]","[0, 2, 3, 1]","[3, 0, 2, 1]","[2, 0, 3, 1]","[2, 1, 0, 3]",cycle_3_1,cycle_4,cycle_2_1_1,True,S4,24,False,False,True,True,True,69544,17,joint_random,4096
4,1,19,permutive,0.0,4,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,"[0, 1, 2, 3]","[1, 3, 2, 0]","[1, 2, 3, 0]","[3, 0, 2, 1]","[1, 3, 2, 0]","[0, 2, 1, 3]","[3, 2, 0, 1]",cycle_3_1,cycle_2_1_1,cycle_4,True,S4,24,False,False,True,True,True,69545,18,joint_random,4096
4,1,19,permutive,0.0,4,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,"[0, 1, 2, 3]","[2, 0, 1, 3]","[3, 1, 0, 2]","[3, 1, 2, 0]","[2, 0, 1, 3]","[0, 1, 3, 2]","[1, 2, 3, 0]",cycle_3_1,cycle_2_1_1,cycle_4,True,S4,24,False,False,True,True,True,69546,19,joint_random,4096
4,1,19,permutive,0.0,4,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,"[0, 1, 2, 3]","[2, 3, 1, 0]","[3, 1, 0, 2]","[3, 2, 1, 0]","[2, 3, 1, 0]","[0, 2, 3, 1]","[3, 0, 1, 2]",cycle_4,cycle_3_1,cycle_4,True,S4,24,False,False,True,True,True,69547,20,joint_random,4096
4,1,19,permutive,0.0,4,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,"[0, 1, 2, 3]","[0, 3, 2, 1]","[0, 2, 3, 1]","[0, 2, 3, 1]","[0, 3, 2, 1]","[0, 3, 1, 2]","[0, 1, 3, 2]",cycle_2_1_1,cycle_3_1,cycle_2_1_1,True,order_6,6,False,False,False,True,True,69548,21,joint_random,4096
4,1,19,permutive,0.0,4,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,"[0, 1, 2, 3]","[1, 2, 0, 3]","[1, 3, 2, 0]","[2, 1, 0, 3]","[1, 2, 0, 3]","[1, 3, 0, 2]","[0, 3, 2, 1]",cycle_3_1,cycle_4,cycle_2_1_1,True,S4,24,False,False,True,True,True,69549,22,joint_random,4096
4,1,19,permutive,0.0,4,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,"[0, 1, 2, 3]","[1, 0, 2, 3]","[2, 3, 0, 1]","[0, 1, 3, 2]","[1, 0, 2, 3]","[3, 2, 0, 1]","[3, 2, 1, 0]",cycle_2_1_1,cycle_4,cycle_2_2,True,D4_or_order8,8,False,False,True,True,True,69550,23,joint_random,4096
4,1,19,permutive,0.0,4,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,"[0, 1, 2, 3]","[0, 1, 2, 3]","[3, 2, 1, 0]","[0, 1, 3, 2]","[0, 1, 2, 3]","[2, 3, 1, 0]","[2, 3, 1, 0]",identity,cycle_4,cycle_4,True,D4_or_order8,8,False,False,True,True,True,69551,24,joint_random,4096
4,1,19,permutive,0.0,4,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,"[0, 1, 2, 3]","[1, 3, 2, 0]","[2, 0, 3, 1]","[3, 0, 2, 1]","[1, 3, 2, 0]","[2, 3, 1, 0]","[2, 1, 0, 3]",cycle_3_1,cycle_4,cycle_2_1_1,True,S4,24,False,False,True,True,True,69552,25,joint_random,4096
4,1,19,permutive,0.0,4,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,"[0, 1, 2, 3]","[0, 1, 3, 2]","[1, 3, 2, 0]","[1, 0, 3, 2]","[0, 1, 3, 2]","[0, 2, 3, 1]","[0, 3, 2, 1]",cycle_2_1_1,cycle_3_1,cycle_2_1_1,True,S4,24,False,False,True,True,True,69553,26,joint_random,4096
4,1,19,permutive,0.0,4,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,"[0, 1, 2, 3]","[0, 2, 3, 1]","[3, 0, 1, 2]","[2, 0, 3, 1]","[0, 2, 3, 1]","[1, 2, 0, 3]","[3, 1, 0, 2]",cycle_3_1,cycle_3_1,cycle_3_1,True,S4,24,False,False,True,True,True,69554,27,joint_random,4096
4,1,19,permutive,0.0,4,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,"[0, 1, 2, 3]","[0, 2, 3, 1]","[2, 0, 3, 1]","[3, 1, 0, 2]","[0, 2, 3, 1]","[0, 3, 2, 1]","[0, 2, 1, 3]",cycle_3_1,cycle_2_1_1,cycle_2_1_1,True,S4,24,False,False,True,True,True,69555,28,joint_random,4096
4,1,19,permutive,0.0,4,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,"[0, 1, 2, 3]","[0, 2, 3, 1]","[1, 2, 0, 3]","[2, 1, 3, 0]","[0, 2, 3, 1]","[1, 3, 2, 0]","[3, 2, 1, 0]",cycle_3_1,cycle_3_1,cycle_2_2,True,A4,12,False,False,True,True,True,69556,29,joint_random,4096
4,1,19,permutive,0.0,4,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,"[0, 1, 2, 3]","[0, 3, 1, 2]","[2, 3, 1, 0]","[3, 0, 1, 2]","[0, 3, 1, 2]","[1, 2, 0, 3]","[2, 3, 0, 1]",cycle_3_1,cycle_3_1,cycle_2_2,True,S4,24,False,False,True,True,True,69557,30,joint_random,4096
4,1,19,permutive,0.0,4,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,"[0, 1, 2, 3]","[1, 2, 3, 0]","[1, 3, 0, 2]","[3, 1, 0, 2]","[1, 2, 3, 0]","[1, 2, 3, 0]","[0, 1, 2, 3]",cycle_4,cycle_4,identity,False,S4,24,False,False,True,True,True,69558,31,joint_random,4096
